decimalLatitude,decimalLongitude,year,stateProvince
-32.219281,149.78709,2003.0,New South Wales
-30.034642,152.242262,2022.0,New South Wales
-33.0,149.4,2023.0,New South Wales
-29.714963,147.461507,2003.0,New South Wales
-35.91111,147.637536,2021.0,New South Wales
-34.273497,149.247074,2017.0,New South Wales
-33.983369,151.044851,2021.0,New South Wales
-36.795346,149.033767,2007.0,New South Wales
-36.4,148.4,2025.0,New South Wales
-33.361133,147.990417,2025.0,New South Wales
-31.456465,152.130861,2022.0,New South Wales
-33.092304,146.21514,2021.0,New South Wales
-35.661792,150.253744,2020.0,New South Wales
-35.5736,148.626774,2021.0,New South Wales
-33.9,149.0,2019.0,New South Wales
-31.0,152.8,2015.0,New South Wales
-33.70927,151.10595,2013.0,New South Wales
-34.342018,150.855713,2015.0,New South Wales
-35.56,149.921,2020.0,New South Wales
-33.93124,150.63643,2016.0,New South Wales
-35.4005,148.43447,2013.0,New South Wales
-33.917043,150.971812,1996.0,New South Wales
-35.94373,148.92001,2013.0,New South Wales
-30.658014,149.205774,2018.0,New South Wales
-33.79626,151.18112,2016.0,New South Wales
-35.527583,148.619107,2020.0,New South Wales
-33.745408,150.693624,2022.0,New South Wales
-34.208707,142.622304,2017.0,New South Wales
-35.127265,147.361921,2021.0,New South Wales
-33.946042,150.856124,2025.0,New South Wales
-33.81637,151.070443,2024.0,New South Wales
-35.94373,148.92001,2015.0,New South Wales
-30.29511,150.86323,2022.0,New South Wales
-33.9,150.9,2022.0,New South Wales
-34.452403,149.930369,1999.0,New South Wales
-33.863412,150.940998,2023.0,New South Wales
-34.256437,150.252415,2023.0,New South Wales
-37.266018,149.910698,2024.0,New South Wales
-33.773588,150.789828,2023.0,New South Wales
-30.522257,149.228486,2020.0,New South Wales
-29.0,147.6,2026.0,New South Wales
-30.996186,150.232313,2024.0,New South Wales
-33.942087,150.854168,2025.0,New South Wales
-33.814476,150.878095,1996.0,New South Wales
-33.725736,150.989839,2024.0,New South Wales
-36.607889,149.71815,1989.0,New South Wales
-29.49679,151.95861,2017.0,New South Wales
-30.45966,152.898785,2025.0,New South Wales
-33.0,151.0,2022.0,New South Wales
-33.3,151.4,2024.0,New South Wales
-33.6,150.2,2024.0,New South Wales
-33.872411,151.236818,2024.0,New South Wales
-32.914041,145.72823,2021.0,New South Wales
-34.0,151.0,2026.0,New South Wales
-30.98198,152.14046,2014.0,New South Wales
-29.5497,151.68844,2017.0,New South Wales
-33.93126,150.63672,2013.0,New South Wales
-31.022912,152.303783,2022.0,New South Wales
-29.275559,146.306176,2009.0,New South Wales
-31.07704,150.09,2023.0,New South Wales
-29.378866,153.350406,,New South Wales
-33.8,150.7,2018.0,New South Wales
-34.5,146.3,2019.0,New South Wales
-35.628352,149.514792,2003.0,New South Wales
-34.23517,150.85357,2014.0,New South Wales
-34.472843,150.784864,2017.0,New South Wales
-32.181745,152.501115,1994.0,New South Wales
-34.034845,151.219114,2009.0,New South Wales
-33.946395,150.855371,2026.0,New South Wales
-35.87113,147.58971,2013.0,New South Wales
-33.723083,150.39408,2007.0,New South Wales
-33.676943,150.612183,2021.0,New South Wales
-32.285386,152.025345,2024.0,New South Wales
-34.137004,149.651229,2022.0,New South Wales
-33.3,151.4,2025.0,New South Wales
-37.174005,149.343341,2023.0,New South Wales
-33.04055,150.023254,2024.0,New South Wales
-33.87127,150.95239,2017.0,New South Wales
-35.661792,150.253744,2022.0,New South Wales
-30.718352,150.237092,2022.0,New South Wales
-32.327692,149.949016,2025.0,New South Wales
-33.878328,151.109644,2024.0,New South Wales
-34.0,151.1,2020.0,New South Wales
-36.899296,149.582589,1969.0,New South Wales
-32.127475,149.707097,2005.0,New South Wales
-28.543759,153.491777,2017.0,New South Wales
-37.39893,149.802959,1991.0,New South Wales
-37.139456,149.376158,2023.0,New South Wales
-30.832447,150.165933,2011.0,New South Wales
-34.057311,149.724903,2022.0,New South Wales
-34.429892,150.529709,2014.0,New South Wales
-31.84243,151.6182,2014.0,New South Wales
-32.582367,151.9514,2024.0,New South Wales
-33.386512,151.356278,2016.0,New South Wales
-33.9,151.2,2021.0,New South Wales
-30.568425,149.177354,2020.0,New South Wales
-33.946314,150.855989,2025.0,New South Wales
-35.66034,149.21745,2012.0,New South Wales
-33.015182,150.031434,2024.0,New South Wales
-30.735814,150.304659,2024.0,New South Wales
-31.61647,152.41047,2014.0,New South Wales
-34.208707,142.622304,2018.0,New South Wales
-30.557511,152.65383,2017.0,New South Wales
-33.3,151.4,2025.0,New South Wales
-30.323603,152.582259,,New South Wales
-32.288235,152.042978,2024.0,New South Wales
-31.165173,152.365492,2022.0,New South Wales
-28.66341,152.48678,2012.0,New South Wales
-33.945976,150.855834,2025.0,New South Wales
-30.67409,152.948658,2023.0,New South Wales
-34.199344,150.895153,2016.0,New South Wales
-32.9,151.8,2020.0,New South Wales
-33.781746,151.251155,1998.0,New South Wales
-37.05067,149.789355,2021.0,New South Wales
-30.477744,149.227504,2021.0,New South Wales
-36.507551,149.770453,1990.0,New South Wales
