decimalLatitude,decimalLongitude,year,stateProvince
-33.508106,150.942732,2006.0,New South Wales
-36.55988,148.26448,2013.0,New South Wales
-32.44697,148.881578,2025.0,New South Wales
-33.340109,151.415912,2025.0,New South Wales
-32.930851,151.39545,,New South Wales
-36.864301,149.925722,,New South Wales
-34.307065,150.524628,2014.0,New South Wales
-29.65009,151.3282,2014.0,New South Wales
-30.498506,151.626051,,New South Wales
-30.506098,149.228691,2021.0,New South Wales
-35.66034,149.21745,2014.0,New South Wales
-33.75286,151.161522,2019.0,New South Wales
-28.532068,153.182926,,New South Wales
-35.87633,148.15427,2014.0,New South Wales
-33.769367,151.257543,2019.0,New South Wales
-31.012233,151.390466,,New South Wales
-34.67203,149.9635,2015.0,New South Wales
-33.242062,151.508294,2020.0,New South Wales
-34.36744,150.5078,2013.0,New South Wales
-30.57872,151.01205,2019.0,New South Wales
-33.433621,151.346663,2020.0,New South Wales
-32.46471,150.875875,2025.0,New South Wales
-34.681226,150.574221,2020.0,New South Wales
-32.667226,149.012853,,New South Wales
-33.8435,149.22904,2014.0,New South Wales
-30.558508,150.199349,2016.0,New South Wales
-34.003151,151.070101,2022.0,New South Wales
-34.225213,142.697633,2016.0,New South Wales
-32.654207,151.72314,,New South Wales
-34.761291,150.619737,2022.0,New South Wales
-30.160137,144.006832,1996.0,New South Wales
-34.751479,150.730574,2019.0,New South Wales
-32.31692,152.203791,,New South Wales
-33.430165,150.260458,2020.0,New South Wales
-28.648578,153.455078,,New South Wales
-30.541795,149.229834,2018.0,New South Wales
-33.947048,151.108914,2018.0,New South Wales
-31.985341,152.319787,,New South Wales
-36.498597,148.265991,2020.0,New South Wales
-35.58418,148.096208,,New South Wales
-33.35789,149.370624,,New South Wales
-35.132694,147.352484,1996.0,New South Wales
-32.910809,149.531889,2018.0,New South Wales
-34.997108,149.919366,2022.0,New South Wales
-32.25506,152.53388,2013.0,New South Wales
-31.276947,150.703995,,New South Wales
-36.24347,148.37086,2014.0,New South Wales
-36.55984,148.27007,2012.0,New South Wales
-35.720892,148.49051,1982.0,New South Wales
-34.191368,142.567815,2017.0,New South Wales
-35.87105,148.15631,2013.0,New South Wales
-33.105353,151.16671,,New South Wales
-35.261464,145.210966,,New South Wales
-34.579873,142.734849,2002.0,New South Wales
-32.882041,149.978168,,New South Wales
-31.08355,152.985356,,New South Wales
-30.57343,151.00588,2012.0,New South Wales
-35.92857,149.61812,2015.0,New South Wales
-31.981142,150.244948,2018.0,New South Wales
-35.748726,150.134532,2015.0,New South Wales
-34.246899,150.806899,2005.0,New South Wales
-35.3897,147.35526,2013.0,New South Wales
-33.502395,148.271264,,New South Wales
-36.425081,149.211488,2024.0,New South Wales
-29.95866,150.7615,2012.0,New South Wales
-32.891678,151.488296,,New South Wales
-30.56558,152.26761,2013.0,New South Wales
-37.145227,149.861099,,New South Wales
-33.832352,150.806835,2014.0,New South Wales
-34.201959,142.596441,2022.0,New South Wales
-34.456896,150.438707,2025.0,New South Wales
-34.618753,150.542781,2018.0,New South Wales
-35.591985,150.273864,2021.0,New South Wales
-36.35869,148.56188,2013.0,New South Wales
-31.44018,151.47775,2013.0,New South Wales
-30.33602,151.58358,2013.0,New South Wales
-32.62522,149.56793,2012.0,New South Wales
-32.62522,149.56793,2012.0,New South Wales
-32.639774,152.163953,2018.0,New South Wales
-30.05,142.8167,1965.0,New South Wales
-33.842,149.2252,2014.0,New South Wales
-36.55984,148.27007,2014.0,New South Wales
-33.000325,150.02922,2024.0,New South Wales
-30.472542,150.332425,2024.0,New South Wales
-34.23061,150.85345,2014.0,New South Wales
-34.216045,150.194142,1997.0,New South Wales
-31.94519,150.78709,2012.0,New South Wales
-30.647371,149.141289,2019.0,New South Wales
-34.636904,150.61327,2024.0,New South Wales
-32.0477,149.94343,2014.0,New South Wales
-33.810493,150.655363,2018.0,New South Wales
-36.583613,149.594375,,New South Wales
-35.260154,149.623784,,New South Wales
-29.00587,151.20944,2013.0,New South Wales
-30.286906,153.073499,2023.0,New South Wales
-34.51154,148.02838,2012.0,New South Wales
-35.536813,150.34963,2022.0,New South Wales
-32.922681,151.574892,2025.0,New South Wales
-33.49243,149.7604,2013.0,New South Wales
-33.502239,151.374384,2018.0,New South Wales
-34.11697,150.687196,,New South Wales
-33.26908,151.342394,2023.0,New South Wales
-35.110433,147.22934,,New South Wales
-34.100357,150.824911,2023.0,New South Wales
-34.505163,150.706414,2014.0,New South Wales
-33.892362,151.035748,2016.0,New South Wales
-33.425831,149.312006,2025.0,New South Wales
-29.23104,153.17851,2013.0,New South Wales
-33.753478,149.408161,2022.0,New South Wales
-33.645072,151.171373,2015.0,New South Wales
-34.021763,150.699343,2016.0,New South Wales
-33.814407,151.221577,,New South Wales
-36.616041,149.980024,1993.0,New South Wales
-30.987247,150.238813,,New South Wales
-29.95866,150.7615,2012.0,New South Wales
-33.953147,150.24944,2024.0,New South Wales
-36.55988,148.26448,2013.0,New South Wales
-35.877339,148.585931,2025.0,New South Wales
-33.565103,149.686805,,New South Wales
-31.772618,152.536911,,New South Wales
-33.367416,151.382849,2023.0,New South Wales
-33.842,149.2252,2012.0,New South Wales
-31.093846,149.940191,,New South Wales
-33.48304,150.10683,2013.0,New South Wales
-30.522681,147.511927,1993.0,New South Wales
-36.23879,148.3763,2014.0,New South Wales
-31.548367,150.490554,2009.0,New South Wales
-33.942039,150.854135,2026.0,New South Wales
-35.090524,150.65031,,New South Wales
-36.57712,149.762882,1993.0,New South Wales
-33.752214,151.08523,2025.0,New South Wales
-28.54942,152.932372,,New South Wales
-35.92407,149.61795,2014.0,New South Wales
-36.36494,149.33226,2013.0,New South Wales
-30.40345,150.49538,2022.0,New South Wales
-37.305474,149.910061,2021.0,New South Wales
-33.64819,151.14718,2012.0,New South Wales
-33.39524,151.437428,2021.0,New South Wales
-33.354148,150.008787,2021.0,New South Wales
-34.191368,142.567815,2017.0,New South Wales
-35.507652,150.23731,2024.0,New South Wales
-34.124866,150.66747,2021.0,New South Wales
-33.81449,151.015062,2016.0,New South Wales
-33.803847,150.997225,2022.0,New South Wales
-34.621626,150.658096,2019.0,New South Wales
-28.93951,153.421926,2016.0,New South Wales
-28.769694,153.349696,,New South Wales
-32.25012,152.53834,2013.0,New South Wales
-33.081768,149.609455,2002.0,New South Wales
-33.49243,149.7604,2013.0,New South Wales
-33.435281,149.378784,2025.0,New South Wales
-36.55988,148.26448,2014.0,New South Wales
-34.427527,150.609266,2023.0,New South Wales
-29.78633,152.913137,1992.0,New South Wales
-32.590556,151.427264,,New South Wales
-33.684895,151.27767,2021.0,New South Wales
-34.187666,150.698099,,New South Wales
-30.596876,149.111963,2019.0,New South Wales
-33.581774,149.651172,1999.0,New South Wales
-35.105072,147.388438,,New South Wales
-34.247272,142.500891,2019.0,New South Wales
-34.76139,148.99065,2012.0,New South Wales
-35.613894,149.870924,2021.0,New South Wales
-32.192585,148.899194,2023.0,New South Wales
-33.701623,150.533535,,New South Wales
-34.287235,150.234902,2022.0,New South Wales
-33.78518,150.65413,2013.0,New South Wales
-34.13959,148.63587,2012.0,New South Wales
-33.988712,151.14688,2025.0,New South Wales
-33.090244,151.524819,,New South Wales
-33.637418,150.302153,2011.0,New South Wales
-36.154375,149.80464,1998.0,New South Wales
-33.755267,151.168751,,New South Wales
-31.649056,146.199637,1997.0,New South Wales
-33.006945,150.038149,2024.0,New South Wales
-33.262776,150.180743,2011.0,New South Wales
-29.30849,150.79127,2014.0,New South Wales
-29.00587,151.20944,2012.0,New South Wales
-30.282547,152.67263,,New South Wales
-29.17946,151.01701,2014.0,New South Wales
-34.063453,150.844732,2017.0,New South Wales
-33.718317,151.28589,2024.0,New South Wales
-36.020513,144.920668,,New South Wales
-32.04372,149.9432,2013.0,New South Wales
-29.30857,150.78628,2014.0,New South Wales
-33.694074,150.575818,2025.0,New South Wales
-34.11804,151.13208,2012.0,New South Wales
-33.675,151.095,2018.0,New South Wales
-34.11442,151.12576,2013.0,New South Wales
-34.212429,150.55725,,New South Wales
-32.127483,149.706546,2013.0,New South Wales
-33.63011,150.80492,2018.0,New South Wales
-34.713405,150.630324,2019.0,New South Wales
-34.060462,150.780252,,New South Wales
-34.612372,148.006096,2013.0,New South Wales
-31.841716,152.475831,2003.0,New South Wales
-28.39394,153.40585,,New South Wales
-36.760999,149.803199,,New South Wales
-35.40486,148.43954,2013.0,New South Wales
-35.244344,150.476456,1992.0,New South Wales
-36.515201,149.835321,,New South Wales
-34.486856,150.859868,2024.0,New South Wales
-33.841471,151.167177,2025.0,New South Wales
-34.631768,150.00118,2004.0,New South Wales
-34.93375,147.461606,,New South Wales
-34.84976,150.415852,,New South Wales
-35.113043,147.547743,,New South Wales
-34.209472,142.638321,2016.0,New South Wales
-35.776639,150.141104,,New South Wales
-30.727574,152.954015,,New South Wales
-29.82473,151.13337,2013.0,New South Wales
-33.93116,150.63878,2012.0,New South Wales
-33.729003,151.222585,2021.0,New South Wales
-33.696788,151.268185,,New South Wales
-35.43309,147.266604,2023.0,New South Wales
-34.501773,149.607806,,New South Wales
-33.752466,151.203576,2015.0,New South Wales
-35.690675,150.268411,2020.0,New South Wales
-32.62522,149.56793,2012.0,New South Wales
-34.624626,150.846981,,New South Wales
-34.231638,145.975151,2002.0,New South Wales
-33.920325,151.140144,2019.0,New South Wales
-32.25012,152.53834,2012.0,New South Wales
-31.491618,149.35991,,New South Wales
-33.667001,151.282996,2004.0,New South Wales
-36.613784,148.251784,2013.0,New South Wales
-33.414194,151.433504,2025.0,New South Wales
-35.315301,148.074792,,New South Wales
-34.34049,150.227224,2023.0,New South Wales
-30.388585,150.281978,2024.0,New South Wales
-33.623286,151.041713,2015.0,New South Wales
-30.661035,148.725443,1999.0,New South Wales
-32.565572,150.706286,,New South Wales
-33.020794,150.045998,2024.0,New South Wales
